Source,Target,Similarity
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,pardee1981a000.txt,0.9115719795227051
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,McGeough_2005_Exchange_Relationships_diss.txt,0.904295027256012
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,PIHANS_74.txt,0.9207488298416138
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Noegel_rev_UrimThummim.txt,0.905038595199585
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,parpola1985.txt,0.9012355804443359
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Jastrow_1889_Hebr5_Sem_Studies_America.txt,0.9055267572402954
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Tobler_1971_Nature231_cappa_speculation.txt,0.9052629470825195
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Gerardi_89_rev_AssRul3rd2ndM.txt,0.9083829522132874
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,kingsmen.txt,0.9079450964927673
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Michel_2010_MathReviews.txt,0.9083703756332397
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"AnSt 30, 1980.txt",0.9277135729789734
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Dercksen, J. G. ed. - Assyria and Beyond, Studies Presented to Mogens Trolle Larsen, FS Larsen. PIHANS 100, 2004 (2).txt",0.9066607356071472
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Galter_1986_JAOS106_rev_POAT.txt,0.9510756134986877
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,George_1993_rev_Assrulers3rd2ndMil.txt,0.9285869598388672
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Dercksen, J. G. ed - Anatolia and the Jazira During the Old Assyrian Period. PIHANS 111, 2008 (2).txt",0.9096813201904297
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Veenhof, Klaas R. - Review of Notes on a New Volume of Old Assyrian Texts by L. Hecker et al. JAOS 122 4, 2002, pp. 797-802.txt",0.9033100008964539
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,rainey1969.txt,0.9054163098335266
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Yoffee_76_rev_AspectsOATrade.txt,0.9153432250022888
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Veenhof, Klaas R. - An Old Akkadian Private Letter. JEOL 24, 1975-76 105-110.txt",0.9330856800079346
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Sanders_2006_OIS2_Margins_Writing.txt,0.9084358811378479
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Goetze_1937_JAOS57_Hittite_Glossary.txt,0.9332627058029175
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Veenhof, Klaas R. - Reivew of Metthews, Cities, Seals and Writing Archaic Seal Impressions from Jemded Nasr. JESHO 37-2 1994.txt",0.9140812754631042
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Hoffner, H & G. Beckman eds - Kaniššuwar. A Tribute to Hans G. Güterbock on his 75th Birthday. AS 23, 1986.txt",0.9018856287002563
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"AnSt 33, 1983.txt",0.9127514958381653
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Barjamovic and Larsen_2008_AOF 35-1_An Old Assyrian Incantation against the Evil Eye.txt,0.9019428491592407
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,nuzi.txt,0.903318464756012
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Veenhof, Klaas R. ed. - Houses and Households in Ancient Mesopotamia, RAI 40. PIHANS 78, 1996 (2).txt",0.9018934965133667
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Sprengling_1943_JNES2_Mahall.txt,0.9019876718521118
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Gardin, J.-C. 1965. Reconstructing an Economic Network in the Ancient Near East with the Aid of a Computer.txt",0.9184650778770447
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Veenhof_1998_JAOS review Die altassyrischen Privaturkunden.txt,0.9146186113357544
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,vandenhout2003.txt,0.9057584404945374
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Millard_1975_JAOS95_rev_ARI.txt,0.9278640747070312
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Bittel, K. et al eds - Anatolian Studies Presented to Hans Gustav Güterbock. PIHANS 35, 1974.txt",0.9004442095756531
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Speiser_1957_JCS11_Sultantepe&EnumaElis.txt,0.9050134420394897
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Review of Brak.txt,0.9154884219169617
pardee2001b.txt,Goetze_1937_JAOS57_Subartu.txt,0.9166526794433594
pardee2001b.txt,sasson1981.txt,0.9052830338478088
pardee2001b.txt,Yakubovich 2010_Luvian-book.txt,0.903834879398346
pardee2001b.txt,Watkins_1986.txt,0.9039132595062256
pardee2001b.txt,mosca1987.txt,0.9274774193763733
pardee2001b.txt,Larsen 1989.txt,0.9311755895614624
pardee2001b.txt,Pinches_1881a_PSBA_British_Museum.txt,0.9083690643310547
pardee2001b.txt,wyatt1988.txt,0.9078221917152405
pardee2001b.txt,Johnston_1893_JAOS15_sumero-akk_question.txt,0.9388446807861328
pardee2001b.txt,younger1998.txt,0.9108180403709412
pardee2001b.txt,mendenhall1992.txt,0.9344097971916199
pardee2001b.txt,LewyJ_1955_IEJ5_husarum.txt,0.9299015402793884
pardee2001b.txt,"Gelb, Ignace J. - Hurrians and Subarians. SAOC 22.txt",0.9093404412269592
pardee2001b.txt,yakubovich2005.txt,0.907217264175415
pardee2001b.txt,Rigg_1937_JAOS57_Armanum_Urartu.txt,0.9141034483909607
pardee2001b.txt,waters2000.txt,0.925062894821167
pardee2001b.txt,Sayce_1881_PSBA_response_to_Pinches.txt,0.9297940135002136
pardee2001b.txt,Johnson_2006_RBL_Rev_Haselbach_Sarg_Akk.txt,0.9254444241523743
pardee2001b.txt,Hawkins_1986.txt,0.9253025054931641
pardee2001b.txt,Speiser 1929.txt,0.9160938858985901
pardee2001b.txt,nissen1986.txt,0.9071031212806702
pardee2001b.txt,pardee1978b.txt,0.9331337213516235
pardee2001b.txt,pardee1979d.txt,0.9081510305404663
pardee2001b.txt,long_cebel_iris_dagi.txt,0.9189712405204773
pardee2001b.txt,scniedewind1996.txt,0.9329407215118408
pardee2001b.txt,Lacheman_1937_JAOS57_SuSiqlu.txt,0.9043980240821838
pardee2001b.txt,knoppers1993.txt,0.9041168093681335
pardee2001b.txt,Luckenbill_1922_AJSLL38_New_Capp_Tablets.txt,0.9091217517852783
pardee2001b.txt,Oppenheimi_54_rev_ARM.txt,0.9019187092781067
pardee2001b.txt,Melchert-CANE.txt,0.911822497844696
pardee2001b.txt,izreel1992.txt,0.9365916848182678
pardee2001b.txt,Sachs_1937_JAOS57_Samarra.txt,0.9035439491271973
pardee2001b.txt,jackson1989.txt,0.9333864450454712
pardee2001b.txt,pardee1978d.txt,0.931011438369751
pardee2001b.txt,pardee19--.txt,0.902131974697113
pardee2001b.txt,wilhelm_hurrians.txt,0.9028966426849365
pardee2001b.txt,parpola1985.txt,0.9064629673957825
pardee2001b.txt,parker-1999_SEl16_Composition_nw_semtic_royal_inscr.txt,0.9048784971237183
pardee2001b.txt,westenholza1999.txt,0.9008731245994568
pardee2001b.txt,yakubovich_diss_2008.txt,0.9074207544326782
pardee2001b.txt,"AnSt 30, 1980.txt",0.9250953793525696
pardee2001b.txt,reiner1991.txt,0.9015196561813354
pardee2001b.txt,Pardee Rev of Tropper.txt,0.9240259528160095
pardee2001b.txt,"Cogan, M and Eph'al, I, eds - Ah, Assyria... Studies Presented to Hayim Tadmor. ScrHier 33, 1991.txt",0.9130221605300903
pardee2001b.txt,pardee1984g.txt,0.9169222116470337
pardee2001b.txt,Olmstead_1942_JNES1_Aramaic_Gospel.txt,0.9417476654052734
pardee2001b.txt,wilhelm1989.txt,0.9084149599075317
pardee2001b.txt,Gelb_1942_JNES1_Unusual_tablet_Asmar.txt,0.9132634401321411
pardee2001b.txt,Sayce_1881b_PSBA_Response_to_Pinches.txt,0.9013189077377319
pardee2001b.txt,"Edwards, I.E.S. ed. - Early History of the Middle East. CAH  1.2, 1971.txt",0.9015676975250244
pardee2001b.txt,posener1977.txt,0.9077062010765076
pardee2001b.txt,rainey1969.txt,0.9467538595199585
pardee2001b.txt,reiner19__.txt,0.9013425707817078
pardee2001b.txt,Lambert_1957_JCS11_Ancestors_Authors_Canonicity.txt,0.9036787748336792
pardee2001b.txt,walcot1969.txt,0.9268841743469238
pardee2001b.txt,Mazzini_1999_SEL16_Shining_shadow_Ug_zl.txt,0.9105174541473389
pardee2001b.txt,"Veenhof, Klaas R. - An Old Akkadian Private Letter. JEOL 24, 1975-76 105-110.txt",0.9108091592788696
pardee2001b.txt,Frye_92_JNES51_AssyriaSyria.txt,0.9173946976661682
pardee2001b.txt,LewyJ_1952b_Or21_Geography_concl.txt,0.9115366339683533
pardee2001b.txt,Pinches_1881b_PSBA_Bibliotheque_Nationale.txt,0.9174739718437195
pardee2001b.txt,"Clay, Albert T. - Empire of Amorites, Chap. 13. YOSR 6, 1919 130-137.txt",0.911163866519928
pardee2001b.txt,Sanders_2006_OIS2_Margins_Writing.txt,0.9498416781425476
pardee2001b.txt,"AnSt 33, 1983.txt",0.9066048264503479
pardee2001b.txt,nuzi.txt,0.9198909401893616
pardee2001b.txt,Kent_1942_JNES1_old_persian_texts.txt,0.9022188782691956
pardee2001b.txt,zevit1984.txt,0.9249216318130493
pardee2001b.txt,pardee1973a.txt,0.9135177731513977
pardee2001b.txt,zevit1980.txt,0.9616712927818298
pardee2001b.txt,pardee2001c.txt,0.9203264713287354
pardee2001b.txt,Speiser_1957_JCS11_Sultantepe&EnumaElis.txt,0.9017865657806396
Hecker_1978b_OrNS47_tib'imma.txt,"Günbatti, Cahit - Die Beziehungen zwischen assyrischen Kaufleuten und anatolischen Fürsten aus Kültepe. CDOG 8, 2008 125-136.txt",0.9494208097457886
Hecker_1978b_OrNS47_tib'imma.txt,Kienast_1975_WdO8_Pfandrecht.txt,0.9117594361305237
Hecker_1978b_OrNS47_tib'imma.txt,LewyJ_1928_ZA38_Amoriterfrage.txt,0.9081060290336609
Hecker_1978b_OrNS47_tib'imma.txt,"Hecker, K., G. Kryszat & L. Matouš - Kappadokische Keilschrifttafeln aus den Sammlungen der Karlsuniversität Prag. ICK 4, 1998(cut).txt",0.9368196129798889
Hecker_1978b_OrNS47_tib'imma.txt,Kienast_1998_DellerFS_tertum.txt,0.9300971031188965
Hecker_1978b_OrNS47_tib'imma.txt,oelsner1989.txt,0.9221547245979309
Hecker_1978b_OrNS47_tib'imma.txt,"Zeeb, Frank - Die Palastwirtschaft in Altsyrien. AOAT 282, 2001(cut).txt",0.9020621180534363
Hecker_1978b_OrNS47_tib'imma.txt,"Kienast, Burkhart - Die altassyrischen Texte des Orientalischen Seminars in Heidelberg und der Sammlung Erlenmeyer (ATHE). UAVA 1, 1960(cut).txt",0.9454224705696106
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1982b_KrausFS_imdi-ilum.txt,0.9164594411849976
Hecker_1978b_OrNS47_tib'imma.txt,Landsberger_1924_ZA35_Volker.txt,0.9147465229034424
Hecker_1978b_OrNS47_tib'imma.txt,"Faist, Betina - Der Fernhandel des assyrischen Reiches. AOAT 265, 2001.txt",0.9129867553710938
Hecker_1978b_OrNS47_tib'imma.txt,Bilgic_1951a_AfO15_ortsnamen.txt,0.9000675678253174
Hecker_1978b_OrNS47_tib'imma.txt,Streck_2000_ZA90_aktennotiz.txt,0.9146272540092468
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1981_DiakonoffFS_siegelentumer.txt,0.9376608729362488
Hecker_1978b_OrNS47_tib'imma.txt,Cecen_1995_ArAn1_mutanu.txt,0.9556007385253906
Hecker_1978b_OrNS47_tib'imma.txt,Eisser_1939_KoschakerFS_rechtsurkunden.txt,0.9057224988937378
Hecker_1978b_OrNS47_tib'imma.txt,"Kryszat, Guido. 2008. Assur ist Konig. Das mittelassyrische Krönungsritual im Lichte assyrischer Identitätsfindung.txt",0.9243611097335815
Hecker_1978b_OrNS47_tib'imma.txt,Kraus_1951_NippurandIsin.txt,0.9174489974975586
Hecker_1978b_OrNS47_tib'imma.txt,Schorr_Urkunden_Altbabylonischen_Zivil_und_Prozessrechts.txt,0.9196816682815552
Hecker_1978b_OrNS47_tib'imma.txt,"Kryszat, G. - Review of C. Michel & P. Garelli TPAK 1. WeOr 20, 1999 171ff.txt",0.9544249773025513
Hecker_1978b_OrNS47_tib'imma.txt,"Petschow, Kaufformulare.txt",0.9092782139778137
Hecker_1978b_OrNS47_tib'imma.txt,LewyJ_1923_OLZ26_geschichte.txt,0.9215755462646484
Hecker_1978b_OrNS47_tib'imma.txt,Kienast_1975_WO8_Pfandrecht.txt,0.917944610118866
Hecker_1978b_OrNS47_tib'imma.txt,Veenhof_1994b_RlA8_miete.txt,0.9005245566368103
Hecker_1978b_OrNS47_tib'imma.txt,Kryszat_2008_Bemerkungen zu Kt 98k 118...; Fs. Garelli.txt,0.9232966899871826
Hecker_1978b_OrNS47_tib'imma.txt,Tischler_1995_ACIH2_indogermanische.txt,0.9008667469024658
Hecker_1978b_OrNS47_tib'imma.txt,Klengel_1989_OzgucTFS_syrische_handel.txt,0.9121772646903992
Hecker_1978b_OrNS47_tib'imma.txt,Galter_1998_SAAB12_puzur-assur.txt,0.9072681069374084
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_2004_LarsenFS_tode.txt,0.9695124626159668
Hecker_1978b_OrNS47_tib'imma.txt,Bilgic_1954_Einheimischen(2).txt,0.9071362614631653
Hecker_1978b_OrNS47_tib'imma.txt,Ulshofer_2003_KiesnastFS_synonyme.txt,0.9162600636482239
Hecker_1978b_OrNS47_tib'imma.txt,Deller_1958_Or27_neue.txt,0.9174234867095947
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_ZA70_Weg_nach_Kanis.txt,0.9449819922447205
Hecker_1978b_OrNS47_tib'imma.txt,Steiner_1989_OzgucTFS_anitta.txt,0.9271561503410339
Hecker_1978b_OrNS47_tib'imma.txt,von_Soden_1975_WO8_aA_testament.txt,0.9724534153938293
Hecker_1978b_OrNS47_tib'imma.txt,Landsberger_1950_ArOr18_Hethiter.txt,0.9466685652732849
Hecker_1978b_OrNS47_tib'imma.txt,"Lewy, Julius - Die Kültepetexte aus der Sammlung Rudolf Blanckertz, Berlin (KTB). 1929.txt",0.9489576816558838
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_2000_AoF27_Status_constructus.txt,0.9089066386222839
Hecker_1978b_OrNS47_tib'imma.txt,Aydin_1994_Bel58_hauserkauf.txt,0.9227941036224365
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1966a_AfO21_1_subrum.txt,0.9107593297958374
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1959_BiOr16_neuen.txt,0.9155318140983582
Hecker_1978b_OrNS47_tib'imma.txt,Albayrak_2007_Eine altassyrische Urkunde... Altorientalsche Forschungen.txt,0.9428325295448303
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1986_GutFS2_vertrag.txt,0.9461281299591064
Hecker_1978b_OrNS47_tib'imma.txt,wvdog_106.txt,0.9065129160881042
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1965_LandsbergerFS_feste.txt,0.9336677193641663
Hecker_1978b_OrNS47_tib'imma.txt,EL_1.txt,0.9135136604309082
Hecker_1978b_OrNS47_tib'imma.txt,"Landsberger_1948_Bel14_Die Inschrift des Assyrischen Konigs Irisum. Gefunden in Kultepe 1948. Belleten 14 (54), 1950 219-269.txt",0.9364516139030457
Hecker_1978b_OrNS47_tib'imma.txt,Balkan_1965b_OLZ60_Rev_ICK2.txt,0.9467322826385498
Hecker_1978b_OrNS47_tib'imma.txt,"Matouš, L. (ed.) - Inscriptions cunéiformes du Kultépé. II (Review). OLZ 60, 1965 155.txt",0.9483494162559509
Hecker_1978b_OrNS47_tib'imma.txt,Kryszat_2004_LarsenFS_waklum.txt,0.932513415813446
Hecker_1978b_OrNS47_tib'imma.txt,Bilgic_1998_CRRAI34_Turkish.txt,0.9159892201423645
Hecker_1978b_OrNS47_tib'imma.txt,Mayer_Wilhelm_1975_UF7_privatsammlungen.txt,0.9188165664672852
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1981_HofnerFS_kaufleute.txt,0.9526337385177612
Hecker_1978b_OrNS47_tib'imma.txt,EL_2.txt,0.9570002555847168
Hecker_1978b_OrNS47_tib'imma.txt,Kryszat_2004_AoF31_herrscher.txt,0.9500659108161926
Hecker_1978b_OrNS47_tib'imma.txt,Bilgic_1954_Einheimischen.txt,0.9109138250350952
Hecker_1978b_OrNS47_tib'imma.txt,LewyJ_1926_OLZ29_fruhgeschichte.txt,0.9314780235290527
Hecker_1978b_OrNS47_tib'imma.txt,Ulshofer_2000_CRRAI44_sprachbarrieren.txt,0.9076583385467529
Hecker_1978b_OrNS47_tib'imma.txt,Kryszat_Herrscher_Kult_3-2_2008.txt,0.9179883003234863
Hecker_1978b_OrNS47_tib'imma.txt,Hengstl_ZA77_Ruckkaufsvorbehalt.txt,0.926078736782074
Hecker_1978b_OrNS47_tib'imma.txt,"Koschaker, Paul - Ein altassyrisches Rechtsbuch. 1922.txt",0.9238946437835693
Hecker_1978b_OrNS47_tib'imma.txt,Sturm_Haselnüsse_2008.txt,0.942564845085144
Hecker_1978b_OrNS47_tib'imma.txt,LewyJ_1925_ZA36_stadte.txt,0.9261946678161621
Hecker_1978b_OrNS47_tib'imma.txt,rost_amarna_hittite_let.txt,0.9006661772727966
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1973_ArOr41_eherecht.txt,0.9153850078582764
Hecker_1978b_OrNS47_tib'imma.txt,Goetze_1936_Berytus3_Beyrouth.txt,0.9387630820274353
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1996a_AMMK_rechtlos in der Fremde.txt,0.9753443002700806
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1994_TTK11_Txt_Grabung_Assur_1990.txt,0.923676073551178
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1966b_AfO21_2_gotte_der_vater.txt,0.9436471462249756
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1998_3UHKB_Zur dauer des intervals Ib und II_p297-308.txt,0.9304556250572205
Hecker_1978b_OrNS47_tib'imma.txt,"Kryszat_2006_RA100_Die Altassyrischen Belege Für den Gott Amurru. RA 100, 2006 53-56.txt",0.9518663287162781
Hecker_1978b_OrNS47_tib'imma.txt,Sturm_1995_UF27_kaspum_ammurum.txt,0.9125862717628479
Hecker_1978b_OrNS47_tib'imma.txt,Rhomer_2001_VeenhofFS_hausksufurkunde.txt,0.9237402081489563
Hecker_1978b_OrNS47_tib'imma.txt,Wilcke_1976_ZA66_Testamente.txt,0.9539708495140076
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1985_AfO32_Interpretationsversuch.txt,0.9174984693527222
Hecker_1978b_OrNS47_tib'imma.txt,Landsberger_1940_TTAED4_vier_von_kultepe.txt,0.9606183171272278
Hecker_1978b_OrNS47_tib'imma.txt,Hengstl_ZA82_Soll_und_Haben.txt,0.941213846206665
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1973_RlA4_handelskolonien.txt,0.9415422677993774
Hecker_1978b_OrNS47_tib'imma.txt,Cecen_Hecker_1995_SodenFS_matika_eblum.txt,0.9485828876495361
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1980_2001_VeenhofFS_da-ta.txt,0.9188784956932068
Hecker_1978b_OrNS47_tib'imma.txt,Kummel_1969_WdO5_Geschaftsbrief.txt,0.9534931778907776
Hecker_1978b_OrNS47_tib'imma.txt,"Mueller, Manfred & Marzhan, Joahim - Fünf Altassyrische Texte aus dem Vorderasiatischen Museum zu Berlin, FS Oelsner. AOAT 252, 2000, pp. 285-309.txt",0.9565839767456055
Hecker_1978b_OrNS47_tib'imma.txt,"Kienast, Burkhart - Das Altassyrische Kaufvertragsrecht. FAOSB 1, 1984.txt",0.9414326548576355
Hecker_1978b_OrNS47_tib'imma.txt,Kryszat 2006 - Amurru.txt,0.9135667681694031
Hecker_1978b_OrNS47_tib'imma.txt,Pohl_1958_Or27_personalnachrichten.txt,0.9060530662536621
Hecker_1978b_OrNS47_tib'imma.txt,Kryszat_2008b_AoF35_Herrscher II.txt,0.9185724258422852
Hecker_1978b_OrNS47_tib'imma.txt,"Dercksen, J. G. - Die Altassyrischen Handelsabgaben in Nordmesopotamien und Anatolien im 19.-18. Jh. v.Chr. in Vertragen und Praxis. CHANE 29, 2007 187-211.txt",0.9286549687385559
Hecker_1978b_OrNS47_tib'imma.txt,Kienast_1961_ZA54_satzeinleitendes_ma.txt,0.9314813017845154
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1967b_ZA58_Zornige_Worte.txt,0.9326996803283691
Hecker_1978b_OrNS47_tib'imma.txt,"Kummel_1969_WeOr5_Ein Altassyrischer Geschaftsbrief. WeOr 5, 1969, pp. 32-38.txt",0.9535709023475647
Hecker_1978b_OrNS47_tib'imma.txt,"Kienast, Burkhart - Altassyrische Texte. ZA Erg.-Bd. 1, 1960.txt",0.9389523267745972
Hecker_1978b_OrNS47_tib'imma.txt,Farber_1990_AuOr8_gadagada.txt,0.9290789365768433
Hecker_1978b_OrNS47_tib'imma.txt,Edzard_1989_OzgucTFS_nuwaum.txt,0.9117816090583801
Hecker_1978b_OrNS47_tib'imma.txt,"Bilgic, E. & C. Gunbatti - Ankaraner Kultepe-Texte III. (AKT 3) FAOSB 3, 1995.txt",0.9367712140083313
Hecker_1978b_OrNS47_tib'imma.txt,"Hecker, Karl - kunuk karim saher rabi, FS Kienast. AOAT 274, 2003, pp. 183-196.txt",0.9576181769371033
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1978_MatousFS_verwandtschafts.txt,0.9917978048324585
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1974a_BaM7_benutzung.txt,0.9271924495697021
Hecker_1978b_OrNS47_tib'imma.txt,wezeli1996.txt,0.9025098085403442
Hecker_1978b_OrNS47_tib'imma.txt,"Lewy, Julius - Die Altassyrischen Rechtsurkunden vom Kultepe 1-2. Teil. MVAO 33, 1930.txt",0.9096784591674805
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1996b_SCCNH8_herkunft.txt,0.9170985817909241
Hecker_1978b_OrNS47_tib'imma.txt,Hirsch_1969a_WZKM62_mazzazum.txt,0.9354978203773499
Hecker_1978b_OrNS47_tib'imma.txt,Michel_2010_SpectrumEpoc_5.txt,0.9381454586982727
Hecker_1978b_OrNS47_tib'imma.txt,Schwemer_2001_Wettergott_OA.txt,0.9210717082023621
Hecker_1978b_OrNS47_tib'imma.txt,Pedersen_1989_MDOG121_schotterhofbau.txt,0.9054569602012634
Hecker_1978b_OrNS47_tib'imma.txt,Albayrak_2000_ArAn4_testament.txt,0.9586504697799683
Hecker_1978b_OrNS47_tib'imma.txt,"Ulshofer, Andrea M. - Die Altassyrischen Privaturkunden. (APU) FAOSB 4, 1995(cut).txt",0.9176902770996094
Hecker_1978b_OrNS47_tib'imma.txt,Hecker_1998b_intervalls.txt,0.9314091205596924
Hecker_1978b_OrNS47_tib'imma.txt,"Kienast - Altassyrische Eherecht, SANTAG 10, 2015.txt",0.9691171050071716
Hecker_1978b_OrNS47_tib'imma.txt,"Farber, W. - Drogerien in Babylonien und Assyrien 31.txt",0.9033666253089905
Hecker_1978b_OrNS47_tib'imma.txt,wezeli1997.txt,0.9043126702308655
Hecker_1978b_OrNS47_tib'imma.txt,Landsberger_Balkan_1950_Bel14_Irisum.txt,0.9354524612426758
Hecker_1978b_OrNS47_tib'imma.txt,"Eisser, G. & Lewy, J. - Die Altassyrischen Rechtsurkunden von Kültepe, Teil 1 und 2. MVAG 33, 1930.txt",0.9048563241958618
